open,high,low,close,volume,feature
99.909195,100.906528,99.765029,100.761133,859984,0.005771
100.766337,101.453346,100.510961,101.196879,1160721,0.005016
101.231547,101.522787,100.659072,100.949501,868705,0.012432
100.865962,102.416932,100.513089,102.059881,831362,0.009069
102.063452,102.406389,101.403679,101.745548,1072849,0.019273
101.780505,102.963049,101.390992,102.570513,1078456,0.021260
102.541861,104.097228,102.146111,103.697020,1129087,0.014151
103.687502,105.091900,103.452649,104.854404,1145975,0.004150
104.725985,105.858574,104.534166,105.665036,976832,-0.003631
105.689801,107.348497,105.314775,106.968932,982329,-0.017984
106.936602,106.955870,104.617792,104.636646,1007002,0.000701
104.650738,104.814920,104.159256,104.322924,958622,0.005979
104.215326,105.140246,103.890326,104.813381,1176666,0.004151
104.858387,105.380953,103.963664,104.484365,938782,0.007033
104.488674,105.725583,104.058898,105.292501,1003094,0.001479
105.277269,105.837236,105.260139,105.820017,1048702,-0.002502
105.685576,105.837836,105.679803,105.832055,951475,-0.003500
105.800084,106.267440,104.204923,104.667275,893183,0.003662
104.652357,105.664968,104.616862,105.629142,981510,-0.007827
105.494670,106.222088,105.101653,105.827831,1160012,-0.012006
105.804920,105.912572,105.244826,105.352018,895949,-0.012915
105.275169,105.725536,103.332715,103.776671,857918,-0.005571
103.600246,103.909738,103.117018,103.425990,1120450,-0.009351
103.430217,104.852218,102.985819,104.403637,1040711,-0.022836
104.408315,104.913082,102.500591,102.998542,855699,-0.015333
103.029140,103.045051,101.371973,101.387630,1041968,-0.001002
101.384074,101.623477,99.842352,100.078672,811360,0.011266
100.151846,101.351456,100.030808,101.229116,1073872,0.002646
101.296506,101.818105,100.881386,101.402550,959991,0.000680
101.353520,102.642260,101.046650,102.332427,1018392,-0.009010
102.299167,102.328088,100.959363,100.987912,1026620,-0.000588
100.946863,101.643814,100.836550,101.532860,1026066,-0.009445
101.516251,101.593879,101.024458,101.101769,1189024,-0.010404
101.081620,101.463975,100.714947,101.097246,867248,-0.014225
101.013945,101.216478,99.722525,99.922870,1184155,-0.009200
99.892486,100.015706,99.092205,99.214590,924594,-0.006255
99.215200,99.411465,98.717282,98.912949,956619,-0.006599
99.004673,99.246028,98.906865,99.148078,858828,-0.012887
99.298825,99.326016,97.792627,97.819412,930130,-0.000248
97.820297,97.967703,97.727778,97.875132,1050481,0.001471
97.959376,98.385784,97.120969,97.545575,1004409,0.008343
97.426797,97.892089,96.500567,96.963647,1164784,0.021853
96.983216,98.852646,96.903889,98.771856,1057518,0.011989
98.692296,99.260953,98.371695,98.939549,812772,0.014160
99.074778,99.681963,98.969775,99.576429,1057614,0.013474
99.655590,101.591021,99.232411,101.161448,860218,0.001188
101.065164,101.765729,100.631389,101.330813,1151204,-0.000287
101.298020,101.738106,100.256744,100.694207,853898,0.006229
100.666278,102.254674,100.244155,101.827682,819940,-0.001080
101.695464,102.199195,100.891648,101.393885,852290,0.006073
101.442114,101.678465,101.026105,101.262036,1094816,0.011503
101.209100,101.570961,101.067743,101.429296,1184808,0.012437
101.346584,102.822639,101.201341,102.675491,1093908,0.003470
102.664364,103.789127,102.165859,103.287596,1183123,-0.000028
103.158984,103.709072,102.930721,103.480098,1106983,-0.000528
103.552378,103.826516,102.309589,102.581156,932286,0.009357
102.560798,103.142645,102.552748,103.134550,982158,0.005676
103.072561,104.401196,102.615195,103.939981,980018,-0.001867
104.066195,104.193211,103.864543,103.991467,1045722,-0.003147
103.916030,104.254928,103.719513,104.058142,1005495,-0.006416
104.018752,104.029717,103.464869,103.475776,840059,-0.004183
103.336672,103.673034,102.928167,103.264293,1127129,-0.000760
103.267601,103.806225,102.993260,103.531183,1179989,-0.000589
103.624609,103.862108,102.387759,102.622962,933608,0.010778
102.505549,102.805661,102.021129,102.320700,1052647,0.018148
102.308229,104.605676,101.900182,104.190124,1042431,0.008550
104.133089,105.060258,103.760909,104.686102,962547,0.009526
104.590609,105.011620,104.404574,104.825167,887150,0.012063
104.889282,105.132857,104.622439,104.865960,1112408,0.014155
104.753560,106.967352,104.625940,106.837194,1042583,-0.005062
106.828170,107.595068,106.436789,107.202317,818094,-0.013523
107.211359,107.534558,106.395984,106.717695,875975,-0.016501
106.648617,106.916882,105.861478,106.128434,910394,-0.017548
106.211196,106.320143,104.489146,104.596437,873727,-0.006653
104.530183,104.746967,103.902170,104.118100,830757,0.002357
104.041010,104.419950,102.847057,103.223018,1074531,0.017121
103.340657,103.680089,102.925102,103.264282,863343,0.025809
103.209580,104.309755,103.200872,104.300955,1166304,0.022209
104.338685,106.964658,104.286297,106.910979,1053779,0.002652
106.812999,107.713994,106.353101,107.252205,944665,0.001007
107.058404,108.233283,106.746444,107.918816,1195621,-0.003872
107.784868,107.871699,106.617778,106.703738,1175893,0.008891
106.717258,107.290572,106.614021,107.186881,1108922,0.009365
107.191880,108.143775,106.789649,107.739489,1196482,0.008337
107.757197,108.360855,107.352738,107.955651,973963,0.009332
107.861346,108.811188,107.727652,108.676484,1190370,0.006081
108.682718,109.699446,108.379956,109.394701,1177625,0.000011
109.238625,109.571394,109.089555,109.422074,901859,-0.004326
109.406721,109.830506,108.943013,109.366643,1063477,-0.005686
109.335340,109.930563,109.232186,109.826946,1057530,-0.010378
109.682385,109.840941,108.811887,108.969413,832623,-0.003189
108.884136,109.339301,106.710555,107.158506,1066582,0.007795
107.098334,108.504117,106.997878,108.402438,982752,-0.007701
108.432171,109.399261,108.113582,109.078772,850254,-0.020372
109.276994,110.016713,108.761709,109.500375,1024613,-0.033942
109.404802,109.536067,105.702176,105.829150,1097201,-0.009069
105.699968,105.941062,104.787817,105.027377,1030998,-0.005634
105.062085,105.234592,104.675429,104.847584,880963,-0.005399
104.862872,105.017287,103.561124,103.713848,971364,0.002842
103.656410,105.422484,103.169011,104.929101,1150009,-0.008808
104.873282,105.079014,103.457139,103.660492,1100443,0.002916
103.541070,104.428858,103.369870,104.256474,1144794,-0.000706
104.194979,104.221883,103.456541,103.483261,936755,0.007373
103.739226,103.953309,103.481160,103.695152,867549,0.006645
103.625994,104.918185,103.428231,104.718337,1115337,-0.003876
104.794993,105.128751,104.427271,104.760920,1101454,-0.005714
104.564521,104.739669,104.398432,104.573566,970420,-0.007376
104.365411,104.425281,104.113167,104.172927,1091325,-0.007050
104.063485,104.104886,103.295267,103.336379,896024,-0.000792
103.322848,104.345777,102.947246,103.967830,1041853,-0.006661
104.047491,104.289196,102.721491,102.960672,1037880,0.001583
103.019415,103.376777,102.398386,102.754831,1140523,0.003217
102.717250,103.313302,102.657451,103.253191,893657,-0.002629
103.289500,103.874023,102.856091,103.439982,811472,-0.003804
103.572857,103.870624,102.913063,103.209786,816594,-0.004337
103.057196,103.080647,102.745912,102.769297,832273,-0.000385
102.724649,103.056544,101.906299,102.236617,1100376,0.005291
102.408910,103.590334,102.395338,103.576607,1169991,-0.005536
103.624557,104.001848,101.647053,102.018497,913918,0.011101
102.127555,103.364138,101.813822,103.047579,853079,0.007390
103.142809,103.264323,102.886905,103.008261,1028066,0.008892
102.959084,103.579790,102.745105,103.364967,1155779,0.002813
103.375767,104.730932,102.964133,104.315555,942916,-0.009437
